"X","variable","year","value","units","source"
399,"CO2_concentration",1875,288.04044,"ppmv CO2","cmip7"
400,"CO2_concentration",1876,288.22864,"ppmv CO2","cmip7"
401,"CO2_concentration",1877,288.41708,"ppmv CO2","cmip7"
402,"CO2_concentration",1878,288.6245,"ppmv CO2","cmip7"
403,"CO2_concentration",1879,288.84677,"ppmv CO2","cmip7"
404,"CO2_concentration",1880,289.08435,"ppmv CO2","cmip7"
405,"CO2_concentration",1881,289.344,"ppmv CO2","cmip7"
406,"CO2_concentration",1882,289.62625,"ppmv CO2","cmip7"
407,"CO2_concentration",1883,289.91943,"ppmv CO2","cmip7"
408,"CO2_concentration",1884,290.21768,"ppmv CO2","cmip7"
409,"CO2_concentration",1885,290.52563,"ppmv CO2","cmip7"
410,"CO2_concentration",1886,290.85428,"ppmv CO2","cmip7"
411,"CO2_concentration",1887,291.1866,"ppmv CO2","cmip7"
412,"CO2_concentration",1888,291.54547,"ppmv CO2","cmip7"
413,"CO2_concentration",1889,291.8928,"ppmv CO2","cmip7"
414,"CO2_concentration",1890,292.25064,"ppmv CO2","cmip7"
415,"CO2_concentration",1891,292.60403,"ppmv CO2","cmip7"
416,"CO2_concentration",1892,292.9522,"ppmv CO2","cmip7"
417,"CO2_concentration",1893,293.29785,"ppmv CO2","cmip7"
418,"CO2_concentration",1894,293.62997,"ppmv CO2","cmip7"
419,"CO2_concentration",1895,293.96564,"ppmv CO2","cmip7"
420,"CO2_concentration",1896,294.29776,"ppmv CO2","cmip7"
421,"CO2_concentration",1897,294.62247,"ppmv CO2","cmip7"
422,"CO2_concentration",1898,294.94858,"ppmv CO2","cmip7"
423,"CO2_concentration",1899,295.2918,"ppmv CO2","cmip7"
424,"CO2_concentration",1900,295.62943,"ppmv CO2","cmip7"
425,"CO2_concentration",1901,295.96298,"ppmv CO2","cmip7"
426,"CO2_concentration",1902,296.2952,"ppmv CO2","cmip7"
427,"CO2_concentration",1903,296.6414,"ppmv CO2","cmip7"
428,"CO2_concentration",1904,296.97116,"ppmv CO2","cmip7"
429,"CO2_concentration",1905,297.3131,"ppmv CO2","cmip7"
430,"CO2_concentration",1906,297.65298,"ppmv CO2","cmip7"
431,"CO2_concentration",1907,298.00452,"ppmv CO2","cmip7"
432,"CO2_concentration",1908,298.3119,"ppmv CO2","cmip7"
433,"CO2_concentration",1909,298.6394,"ppmv CO2","cmip7"
434,"CO2_concentration",1910,298.97116,"ppmv CO2","cmip7"
435,"CO2_concentration",1911,299.29382,"ppmv CO2","cmip7"
436,"CO2_concentration",1912,299.63647,"ppmv CO2","cmip7"
437,"CO2_concentration",1913,300.01077,"ppmv CO2","cmip7"
438,"CO2_concentration",1914,300.33453,"ppmv CO2","cmip7"
439,"CO2_concentration",1915,300.70645,"ppmv CO2","cmip7"
440,"CO2_concentration",1916,301.11765,"ppmv CO2","cmip7"
441,"CO2_concentration",1917,301.5375,"ppmv CO2","cmip7"
442,"CO2_concentration",1918,301.95987,"ppmv CO2","cmip7"
443,"CO2_concentration",1919,302.34058,"ppmv CO2","cmip7"
444,"CO2_concentration",1920,302.8176,"ppmv CO2","cmip7"
445,"CO2_concentration",1921,303.19128,"ppmv CO2","cmip7"
446,"CO2_concentration",1922,303.60464,"ppmv CO2","cmip7"
447,"CO2_concentration",1923,304.0356,"ppmv CO2","cmip7"
448,"CO2_concentration",1924,304.40506,"ppmv CO2","cmip7"
449,"CO2_concentration",1925,304.7461,"ppmv CO2","cmip7"
450,"CO2_concentration",1926,305.06744,"ppmv CO2","cmip7"
451,"CO2_concentration",1927,305.43045,"ppmv CO2","cmip7"
452,"CO2_concentration",1928,305.7359,"ppmv CO2","cmip7"
453,"CO2_concentration",1929,306.08398,"ppmv CO2","cmip7"
454,"CO2_concentration",1930,306.3782,"ppmv CO2","cmip7"
455,"CO2_concentration",1931,306.66232,"ppmv CO2","cmip7"
456,"CO2_concentration",1932,306.97437,"ppmv CO2","cmip7"
457,"CO2_concentration",1933,307.35864,"ppmv CO2","cmip7"
458,"CO2_concentration",1934,307.76636,"ppmv CO2","cmip7"
459,"CO2_concentration",1935,308.19263,"ppmv CO2","cmip7"
460,"CO2_concentration",1936,308.64774,"ppmv CO2","cmip7"
461,"CO2_concentration",1937,309.1062,"ppmv CO2","cmip7"
462,"CO2_concentration",1938,309.50693,"ppmv CO2","cmip7"
463,"CO2_concentration",1939,309.9403,"ppmv CO2","cmip7"
464,"CO2_concentration",1940,310.35413,"ppmv CO2","cmip7"
465,"CO2_concentration",1941,310.71228,"ppmv CO2","cmip7"
466,"CO2_concentration",1942,311.03076,"ppmv CO2","cmip7"
467,"CO2_concentration",1943,311.33582,"ppmv CO2","cmip7"
468,"CO2_concentration",1944,311.5977,"ppmv CO2","cmip7"
469,"CO2_concentration",1945,311.74896,"ppmv CO2","cmip7"
470,"CO2_concentration",1946,312.0315,"ppmv CO2","cmip7"
471,"CO2_concentration",1947,312.30106,"ppmv CO2","cmip7"
472,"CO2_concentration",1948,312.55502,"ppmv CO2","cmip7"
473,"CO2_concentration",1949,312.78305,"ppmv CO2","cmip7"
474,"CO2_concentration",1950,313.07913,"ppmv CO2","cmip7"
475,"CO2_concentration",1951,313.4099,"ppmv CO2","cmip7"
476,"CO2_concentration",1952,313.72485,"ppmv CO2","cmip7"
477,"CO2_concentration",1953,314.06958,"ppmv CO2","cmip7"
478,"CO2_concentration",1954,314.43265,"ppmv CO2","cmip7"
479,"CO2_concentration",1955,314.87228,"ppmv CO2","cmip7"
480,"CO2_concentration",1956,315.31595,"ppmv CO2","cmip7"
481,"CO2_concentration",1957,315.75888,"ppmv CO2","cmip7"
482,"CO2_concentration",1958,316.2324,"ppmv CO2","cmip7"
483,"CO2_concentration",1959,316.74454,"ppmv CO2","cmip7"
484,"CO2_concentration",1960,317.50543,"ppmv CO2","cmip7"
485,"CO2_concentration",1961,318.2684,"ppmv CO2","cmip7"
486,"CO2_concentration",1962,319.0376,"ppmv CO2","cmip7"
487,"CO2_concentration",1963,319.81918,"ppmv CO2","cmip7"
488,"CO2_concentration",1964,320.62097,"ppmv CO2","cmip7"
489,"CO2_concentration",1965,321.45096,"ppmv CO2","cmip7"
490,"CO2_concentration",1966,322.31555,"ppmv CO2","cmip7"
491,"CO2_concentration",1967,323.21872,"ppmv CO2","cmip7"
492,"CO2_concentration",1968,324.1639,"ppmv CO2","cmip7"
493,"CO2_concentration",1969,325.1533,"ppmv CO2","cmip7"
494,"CO2_concentration",1970,326.18716,"ppmv CO2","cmip7"
495,"CO2_concentration",1971,327.26596,"ppmv CO2","cmip7"
496,"CO2_concentration",1972,328.39044,"ppmv CO2","cmip7"
497,"CO2_concentration",1973,329.56064,"ppmv CO2","cmip7"
498,"CO2_concentration",1974,330.77502,"ppmv CO2","cmip7"
499,"CO2_concentration",1975,332.0342,"ppmv CO2","cmip7"
500,"CO2_concentration",1976,333.339,"ppmv CO2","cmip7"
501,"CO2_concentration",1977,334.68808,"ppmv CO2","cmip7"
502,"CO2_concentration",1978,336.07706,"ppmv CO2","cmip7"
503,"CO2_concentration",1979,337.49963,"ppmv CO2","cmip7"
504,"CO2_concentration",1980,338.94904,"ppmv CO2","cmip7"
505,"CO2_concentration",1981,340.41843,"ppmv CO2","cmip7"
506,"CO2_concentration",1982,340.88983,"ppmv CO2","cmip7"
507,"CO2_concentration",1983,342.39886,"ppmv CO2","cmip7"
508,"CO2_concentration",1984,344.06265,"ppmv CO2","cmip7"
509,"CO2_concentration",1985,345.51846,"ppmv CO2","cmip7"
510,"CO2_concentration",1986,347.00122,"ppmv CO2","cmip7"
511,"CO2_concentration",1987,348.77158,"ppmv CO2","cmip7"
512,"CO2_concentration",1988,351.27545,"ppmv CO2","cmip7"
513,"CO2_concentration",1989,352.8699,"ppmv CO2","cmip7"
514,"CO2_concentration",1990,354.0915,"ppmv CO2","cmip7"
515,"CO2_concentration",1991,355.40912,"ppmv CO2","cmip7"
516,"CO2_concentration",1992,356.30032,"ppmv CO2","cmip7"
517,"CO2_concentration",1993,357.01663,"ppmv CO2","cmip7"
518,"CO2_concentration",1994,358.37006,"ppmv CO2","cmip7"
519,"CO2_concentration",1995,360.33215,"ppmv CO2","cmip7"
520,"CO2_concentration",1996,362.12592,"ppmv CO2","cmip7"
521,"CO2_concentration",1997,363.3535,"ppmv CO2","cmip7"
522,"CO2_concentration",1998,366.07816,"ppmv CO2","cmip7"
523,"CO2_concentration",1999,367.93414,"ppmv CO2","cmip7"
524,"CO2_concentration",2000,369.2326,"ppmv CO2","cmip7"
525,"CO2_concentration",2001,370.80002,"ppmv CO2","cmip7"
526,"CO2_concentration",2002,372.9081,"ppmv CO2","cmip7"
527,"CO2_concentration",2003,375.4381,"ppmv CO2","cmip7"
528,"CO2_concentration",2004,377.0999,"ppmv CO2","cmip7"
529,"CO2_concentration",2005,379.01913,"ppmv CO2","cmip7"
530,"CO2_concentration",2006,381.16034,"ppmv CO2","cmip7"
531,"CO2_concentration",2007,382.763,"ppmv CO2","cmip7"
532,"CO2_concentration",2008,384.92792,"ppmv CO2","cmip7"
533,"CO2_concentration",2009,386.48972,"ppmv CO2","cmip7"
534,"CO2_concentration",2010,388.90118,"ppmv CO2","cmip7"
535,"CO2_concentration",2011,391.09216,"ppmv CO2","cmip7"
536,"CO2_concentration",2012,393.24405,"ppmv CO2","cmip7"
537,"CO2_concentration",2013,395.94574,"ppmv CO2","cmip7"
538,"CO2_concentration",2014,397.83267,"ppmv CO2","cmip7"
539,"CO2_concentration",2015,400.13632,"ppmv CO2","cmip7"
540,"CO2_concentration",2016,403.24927,"ppmv CO2","cmip7"
541,"CO2_concentration",2017,405.27396,"ppmv CO2","cmip7"
542,"CO2_concentration",2018,407.76276,"ppmv CO2","cmip7"
543,"CO2_concentration",2019,410.3672,"ppmv CO2","cmip7"
544,"CO2_concentration",2020,412.8737,"ppmv CO2","cmip7"
545,"CO2_concentration",2021,415.12598,"ppmv CO2","cmip7"
546,"CO2_concentration",2022,417.32025,"ppmv CO2","cmip7"
547,"N2O_concentration",1745,266.57,"ppbv N2O","cmip7"
547,"N2O_concentration",1746,266.57,"ppbv N2O","cmip7"
547,"N2O_concentration",1747,266.57,"ppbv N2O","cmip7"
547,"N2O_concentration",1748,266.57,"ppbv N2O","cmip7"
547,"N2O_concentration",1749,266.57,"ppbv N2O","cmip7"
547,"N2O_concentration",1750,266.57,"ppbv N2O","cmip7"
548,"N2O_concentration",1751,266.6,"ppbv N2O","cmip7"
549,"N2O_concentration",1752,266.63,"ppbv N2O","cmip7"
550,"N2O_concentration",1753,266.67,"ppbv N2O","cmip7"
551,"N2O_concentration",1754,266.7,"ppbv N2O","cmip7"
552,"N2O_concentration",1755,266.73,"ppbv N2O","cmip7"
553,"N2O_concentration",1756,266.76,"ppbv N2O","cmip7"
554,"N2O_concentration",1757,266.79,"ppbv N2O","cmip7"
555,"N2O_concentration",1758,266.82,"ppbv N2O","cmip7"
556,"N2O_concentration",1759,266.85,"ppbv N2O","cmip7"
557,"N2O_concentration",1760,266.88,"ppbv N2O","cmip7"
558,"N2O_concentration",1761,266.91,"ppbv N2O","cmip7"
559,"N2O_concentration",1762,266.94,"ppbv N2O","cmip7"
560,"N2O_concentration",1763,266.97,"ppbv N2O","cmip7"
561,"N2O_concentration",1764,267,"ppbv N2O","cmip7"
562,"N2O_concentration",1765,267.03,"ppbv N2O","cmip7"
563,"N2O_concentration",1766,267.06,"ppbv N2O","cmip7"
564,"N2O_concentration",1767,267.09,"ppbv N2O","cmip7"
565,"N2O_concentration",1768,267.12,"ppbv N2O","cmip7"
566,"N2O_concentration",1769,267.15,"ppbv N2O","cmip7"
567,"N2O_concentration",1770,267.18,"ppbv N2O","cmip7"
568,"N2O_concentration",1771,267.21,"ppbv N2O","cmip7"
569,"N2O_concentration",1772,267.25,"ppbv N2O","cmip7"
570,"N2O_concentration",1773,267.28,"ppbv N2O","cmip7"
571,"N2O_concentration",1774,267.31,"ppbv N2O","cmip7"
572,"N2O_concentration",1775,267.34,"ppbv N2O","cmip7"
573,"N2O_concentration",1776,267.37,"ppbv N2O","cmip7"
574,"N2O_concentration",1777,267.41,"ppbv N2O","cmip7"
575,"N2O_concentration",1778,267.44,"ppbv N2O","cmip7"
576,"N2O_concentration",1779,267.47,"ppbv N2O","cmip7"
577,"N2O_concentration",1780,267.5,"ppbv N2O","cmip7"
578,"N2O_concentration",1781,267.54,"ppbv N2O","cmip7"
579,"N2O_concentration",1782,267.57,"ppbv N2O","cmip7"
580,"N2O_concentration",1783,267.61,"ppbv N2O","cmip7"
581,"N2O_concentration",1784,267.64,"ppbv N2O","cmip7"
582,"N2O_concentration",1785,267.68,"ppbv N2O","cmip7"
583,"N2O_concentration",1786,267.71,"ppbv N2O","cmip7"
584,"N2O_concentration",1787,267.75,"ppbv N2O","cmip7"
585,"N2O_concentration",1788,267.78,"ppbv N2O","cmip7"
586,"N2O_concentration",1789,267.82,"ppbv N2O","cmip7"
587,"N2O_concentration",1790,267.85,"ppbv N2O","cmip7"
588,"N2O_concentration",1791,267.89,"ppbv N2O","cmip7"
589,"N2O_concentration",1792,267.93,"ppbv N2O","cmip7"
590,"N2O_concentration",1793,267.97,"ppbv N2O","cmip7"
591,"N2O_concentration",1794,268,"ppbv N2O","cmip7"
592,"N2O_concentration",1795,268.04,"ppbv N2O","cmip7"
593,"N2O_concentration",1796,268.08,"ppbv N2O","cmip7"
594,"N2O_concentration",1797,268.12,"ppbv N2O","cmip7"
595,"N2O_concentration",1798,268.16,"ppbv N2O","cmip7"
596,"N2O_concentration",1799,268.2,"ppbv N2O","cmip7"
597,"N2O_concentration",1800,268.24,"ppbv N2O","cmip7"
598,"N2O_concentration",1801,268.28,"ppbv N2O","cmip7"
599,"N2O_concentration",1802,268.33,"ppbv N2O","cmip7"
600,"N2O_concentration",1803,268.37,"ppbv N2O","cmip7"
601,"N2O_concentration",1804,268.41,"ppbv N2O","cmip7"
602,"N2O_concentration",1805,268.45,"ppbv N2O","cmip7"
603,"N2O_concentration",1806,268.5,"ppbv N2O","cmip7"
604,"N2O_concentration",1807,268.54,"ppbv N2O","cmip7"
605,"N2O_concentration",1808,268.59,"ppbv N2O","cmip7"
606,"N2O_concentration",1809,268.63,"ppbv N2O","cmip7"
607,"N2O_concentration",1810,268.68,"ppbv N2O","cmip7"
608,"N2O_concentration",1811,268.73,"ppbv N2O","cmip7"
609,"N2O_concentration",1812,268.78,"ppbv N2O","cmip7"
610,"N2O_concentration",1813,268.82,"ppbv N2O","cmip7"
611,"N2O_concentration",1814,268.87,"ppbv N2O","cmip7"
612,"N2O_concentration",1815,268.92,"ppbv N2O","cmip7"
613,"N2O_concentration",1816,268.97,"ppbv N2O","cmip7"
614,"N2O_concentration",1817,269.03,"ppbv N2O","cmip7"
615,"N2O_concentration",1818,269.08,"ppbv N2O","cmip7"
616,"N2O_concentration",1819,269.13,"ppbv N2O","cmip7"
617,"N2O_concentration",1820,269.18,"ppbv N2O","cmip7"
618,"N2O_concentration",1821,269.24,"ppbv N2O","cmip7"
619,"N2O_concentration",1822,269.29,"ppbv N2O","cmip7"
620,"N2O_concentration",1823,269.35,"ppbv N2O","cmip7"
621,"N2O_concentration",1824,269.41,"ppbv N2O","cmip7"
622,"N2O_concentration",1825,269.46,"ppbv N2O","cmip7"
623,"N2O_concentration",1826,269.52,"ppbv N2O","cmip7"
624,"N2O_concentration",1827,269.58,"ppbv N2O","cmip7"
625,"N2O_concentration",1828,269.64,"ppbv N2O","cmip7"
626,"N2O_concentration",1829,269.7,"ppbv N2O","cmip7"
627,"N2O_concentration",1830,269.76,"ppbv N2O","cmip7"
628,"N2O_concentration",1831,269.83,"ppbv N2O","cmip7"
629,"N2O_concentration",1832,269.89,"ppbv N2O","cmip7"
630,"N2O_concentration",1833,269.96,"ppbv N2O","cmip7"
631,"N2O_concentration",1834,270.02,"ppbv N2O","cmip7"
632,"N2O_concentration",1835,270.09,"ppbv N2O","cmip7"
633,"N2O_concentration",1836,270.16,"ppbv N2O","cmip7"
634,"N2O_concentration",1837,270.22,"ppbv N2O","cmip7"
635,"N2O_concentration",1838,270.29,"ppbv N2O","cmip7"
636,"N2O_concentration",1839,270.36,"ppbv N2O","cmip7"
637,"N2O_concentration",1840,270.37,"ppbv N2O","cmip7"
638,"N2O_concentration",1841,270.48,"ppbv N2O","cmip7"
639,"N2O_concentration",1842,270.6,"ppbv N2O","cmip7"
640,"N2O_concentration",1843,270.72,"ppbv N2O","cmip7"
641,"N2O_concentration",1844,270.84,"ppbv N2O","cmip7"
642,"N2O_concentration",1845,270.97,"ppbv N2O","cmip7"
643,"N2O_concentration",1846,271.09,"ppbv N2O","cmip7"
644,"N2O_concentration",1847,271.21,"ppbv N2O","cmip7"
645,"N2O_concentration",1848,271.33,"ppbv N2O","cmip7"
646,"N2O_concentration",1849,271.45,"ppbv N2O","cmip7"
647,"N2O_concentration",1850,271.57,"ppbv N2O","cmip7"
648,"N2O_concentration",1851,271.69,"ppbv N2O","cmip7"
649,"N2O_concentration",1852,271.82,"ppbv N2O","cmip7"
650,"N2O_concentration",1853,271.94,"ppbv N2O","cmip7"
651,"N2O_concentration",1854,272.06,"ppbv N2O","cmip7"
652,"N2O_concentration",1855,272.19,"ppbv N2O","cmip7"
653,"N2O_concentration",1856,272.31,"ppbv N2O","cmip7"
654,"N2O_concentration",1857,272.43,"ppbv N2O","cmip7"
655,"N2O_concentration",1858,272.56,"ppbv N2O","cmip7"
656,"N2O_concentration",1859,272.68,"ppbv N2O","cmip7"
657,"N2O_concentration",1860,272.8,"ppbv N2O","cmip7"
658,"N2O_concentration",1861,272.93,"ppbv N2O","cmip7"
659,"N2O_concentration",1862,273.04,"ppbv N2O","cmip7"
660,"N2O_concentration",1863,273.16,"ppbv N2O","cmip7"
661,"N2O_concentration",1864,273.27,"ppbv N2O","cmip7"
662,"N2O_concentration",1865,273.38,"ppbv N2O","cmip7"
663,"N2O_concentration",1866,273.49,"ppbv N2O","cmip7"
664,"N2O_concentration",1867,273.6,"ppbv N2O","cmip7"
665,"N2O_concentration",1868,273.7,"ppbv N2O","cmip7"
666,"N2O_concentration",1869,273.8,"ppbv N2O","cmip7"
667,"N2O_concentration",1870,273.89,"ppbv N2O","cmip7"
668,"N2O_concentration",1871,273.99,"ppbv N2O","cmip7"
669,"N2O_concentration",1872,274.08,"ppbv N2O","cmip7"
670,"N2O_concentration",1873,274.18,"ppbv N2O","cmip7"
671,"N2O_concentration",1874,274.27,"ppbv N2O","cmip7"
672,"N2O_concentration",1875,274.37,"ppbv N2O","cmip7"
673,"N2O_concentration",1876,274.47,"ppbv N2O","cmip7"
674,"N2O_concentration",1877,274.57,"ppbv N2O","cmip7"
675,"N2O_concentration",1878,274.67,"ppbv N2O","cmip7"
676,"N2O_concentration",1879,274.78,"ppbv N2O","cmip7"
677,"N2O_concentration",1880,274.89,"ppbv N2O","cmip7"
678,"N2O_concentration",1881,275,"ppbv N2O","cmip7"
679,"N2O_concentration",1882,275.13,"ppbv N2O","cmip7"
680,"N2O_concentration",1883,275.25,"ppbv N2O","cmip7"
681,"N2O_concentration",1884,275.39,"ppbv N2O","cmip7"
682,"N2O_concentration",1885,275.52,"ppbv N2O","cmip7"
683,"N2O_concentration",1886,275.66,"ppbv N2O","cmip7"
684,"N2O_concentration",1887,275.81,"ppbv N2O","cmip7"
685,"N2O_concentration",1888,275.95,"ppbv N2O","cmip7"
686,"N2O_concentration",1889,276.11,"ppbv N2O","cmip7"
687,"N2O_concentration",1890,276.2775,"ppbv N2O","cmip7"
688,"N2O_concentration",1891,276.455,"ppbv N2O","cmip7"
689,"N2O_concentration",1892,276.6425,"ppbv N2O","cmip7"
690,"N2O_concentration",1893,276.83,"ppbv N2O","cmip7"
691,"N2O_concentration",1894,277.0175,"ppbv N2O","cmip7"
692,"N2O_concentration",1895,277.21497,"ppbv N2O","cmip7"
693,"N2O_concentration",1896,277.42245,"ppbv N2O","cmip7"
694,"N2O_concentration",1897,277.62994,"ppbv N2O","cmip7"
695,"N2O_concentration",1898,277.85745,"ppbv N2O","cmip7"
696,"N2O_concentration",1899,278.08496,"ppbv N2O","cmip7"
697,"N2O_concentration",1900,278.32245,"ppbv N2O","cmip7"
698,"N2O_concentration",1901,278.56995,"ppbv N2O","cmip7"
699,"N2O_concentration",1902,278.81744,"ppbv N2O","cmip7"
700,"N2O_concentration",1903,279.07492,"ppbv N2O","cmip7"
701,"N2O_concentration",1904,279.3424,"ppbv N2O","cmip7"
702,"N2O_concentration",1905,279.60992,"ppbv N2O","cmip7"
703,"N2O_concentration",1906,279.88742,"ppbv N2O","cmip7"
704,"N2O_concentration",1907,280.16492,"ppbv N2O","cmip7"
705,"N2O_concentration",1908,280.4524,"ppbv N2O","cmip7"
706,"N2O_concentration",1909,280.7399,"ppbv N2O","cmip7"
707,"N2O_concentration",1910,281.02737,"ppbv N2O","cmip7"
708,"N2O_concentration",1911,281.3249,"ppbv N2O","cmip7"
709,"N2O_concentration",1912,281.62238,"ppbv N2O","cmip7"
710,"N2O_concentration",1913,281.91986,"ppbv N2O","cmip7"
711,"N2O_concentration",1914,282.21738,"ppbv N2O","cmip7"
712,"N2O_concentration",1915,282.51486,"ppbv N2O","cmip7"
713,"N2O_concentration",1916,282.80237,"ppbv N2O","cmip7"
714,"N2O_concentration",1917,283.09985,"ppbv N2O","cmip7"
715,"N2O_concentration",1918,283.38736,"ppbv N2O","cmip7"
716,"N2O_concentration",1919,283.67484,"ppbv N2O","cmip7"
717,"N2O_concentration",1920,283.95233,"ppbv N2O","cmip7"
718,"N2O_concentration",1921,284.22983,"ppbv N2O","cmip7"
719,"N2O_concentration",1922,284.4973,"ppbv N2O","cmip7"
720,"N2O_concentration",1923,284.76483,"ppbv N2O","cmip7"
721,"N2O_concentration",1924,285.0223,"ppbv N2O","cmip7"
722,"N2O_concentration",1925,285.27982,"ppbv N2O","cmip7"
723,"N2O_concentration",1926,285.5273,"ppbv N2O","cmip7"
724,"N2O_concentration",1927,285.7748,"ppbv N2O","cmip7"
725,"N2O_concentration",1928,286.02228,"ppbv N2O","cmip7"
726,"N2O_concentration",1929,286.2598,"ppbv N2O","cmip7"
727,"N2O_concentration",1930,286.48727,"ppbv N2O","cmip7"
728,"N2O_concentration",1931,286.72476,"ppbv N2O","cmip7"
729,"N2O_concentration",1932,286.95227,"ppbv N2O","cmip7"
730,"N2O_concentration",1933,287.16977,"ppbv N2O","cmip7"
731,"N2O_concentration",1934,287.38727,"ppbv N2O","cmip7"
732,"N2O_concentration",1935,287.60477,"ppbv N2O","cmip7"
733,"N2O_concentration",1936,287.82227,"ppbv N2O","cmip7"
734,"N2O_concentration",1937,288.02975,"ppbv N2O","cmip7"
735,"N2O_concentration",1938,288.23724,"ppbv N2O","cmip7"
736,"N2O_concentration",1939,288.43472,"ppbv N2O","cmip7"
737,"N2O_concentration",1940,288.63223,"ppbv N2O","cmip7"
738,"N2O_concentration",1941,288.8297,"ppbv N2O","cmip7"
739,"N2O_concentration",1942,289.02722,"ppbv N2O","cmip7"
740,"N2O_concentration",1943,289.21472,"ppbv N2O","cmip7"
741,"N2O_concentration",1944,289.40222,"ppbv N2O","cmip7"
742,"N2O_concentration",1945,289.5897,"ppbv N2O","cmip7"
743,"N2O_concentration",1946,289.7772,"ppbv N2O","cmip7"
744,"N2O_concentration",1947,289.9747,"ppbv N2O","cmip7"
745,"N2O_concentration",1948,290.1622,"ppbv N2O","cmip7"
746,"N2O_concentration",1949,290.35968,"ppbv N2O","cmip7"
747,"N2O_concentration",1950,290.56717,"ppbv N2O","cmip7"
748,"N2O_concentration",1951,290.76468,"ppbv N2O","cmip7"
749,"N2O_concentration",1952,290.98218,"ppbv N2O","cmip7"
750,"N2O_concentration",1953,291.19965,"ppbv N2O","cmip7"
751,"N2O_concentration",1954,291.42715,"ppbv N2O","cmip7"
752,"N2O_concentration",1955,291.65466,"ppbv N2O","cmip7"
753,"N2O_concentration",1956,291.89215,"ppbv N2O","cmip7"
754,"N2O_concentration",1957,292.12964,"ppbv N2O","cmip7"
755,"N2O_concentration",1958,292.38715,"ppbv N2O","cmip7"
756,"N2O_concentration",1959,292.64462,"ppbv N2O","cmip7"
757,"N2O_concentration",1960,292.9121,"ppbv N2O","cmip7"
758,"N2O_concentration",1961,293.1896,"ppbv N2O","cmip7"
759,"N2O_concentration",1962,293.48712,"ppbv N2O","cmip7"
760,"N2O_concentration",1963,293.79462,"ppbv N2O","cmip7"
761,"N2O_concentration",1964,294.1221,"ppbv N2O","cmip7"
762,"N2O_concentration",1965,294.4596,"ppbv N2O","cmip7"
763,"N2O_concentration",1966,294.8071,"ppbv N2O","cmip7"
764,"N2O_concentration",1967,295.1846,"ppbv N2O","cmip7"
765,"N2O_concentration",1968,295.57208,"ppbv N2O","cmip7"
766,"N2O_concentration",1969,295.98956,"ppbv N2O","cmip7"
767,"N2O_concentration",1970,296.41708,"ppbv N2O","cmip7"
768,"N2O_concentration",1971,296.87457,"ppbv N2O","cmip7"
769,"N2O_concentration",1972,297.34207,"ppbv N2O","cmip7"
770,"N2O_concentration",1973,297.83957,"ppbv N2O","cmip7"
771,"N2O_concentration",1974,298.34705,"ppbv N2O","cmip7"
772,"N2O_concentration",1975,298.88455,"ppbv N2O","cmip7"
773,"N2O_concentration",1976,299.43204,"ppbv N2O","cmip7"
774,"N2O_concentration",1977,299.98953,"ppbv N2O","cmip7"
775,"N2O_concentration",1978,300.56702,"ppbv N2O","cmip7"
776,"N2O_concentration",1979,301.16452,"ppbv N2O","cmip7"
777,"N2O_concentration",1980,301.772,"ppbv N2O","cmip7"
778,"N2O_concentration",1981,302.38953,"ppbv N2O","cmip7"
779,"N2O_concentration",1982,303.017,"ppbv N2O","cmip7"
780,"N2O_concentration",1983,303.6645,"ppbv N2O","cmip7"
781,"N2O_concentration",1984,304.31198,"ppbv N2O","cmip7"
782,"N2O_concentration",1985,304.9895,"ppbv N2O","cmip7"
783,"N2O_concentration",1986,305.667,"ppbv N2O","cmip7"
784,"N2O_concentration",1987,306.36447,"ppbv N2O","cmip7"
785,"N2O_concentration",1988,307.07196,"ppbv N2O","cmip7"
786,"N2O_concentration",1989,307.78946,"ppbv N2O","cmip7"
787,"N2O_concentration",1990,308.85883,"ppbv N2O","cmip7"
788,"N2O_concentration",1991,309.57324,"ppbv N2O","cmip7"
789,"N2O_concentration",1992,310.10666,"ppbv N2O","cmip7"
790,"N2O_concentration",1993,310.52222,"ppbv N2O","cmip7"
791,"N2O_concentration",1994,311.06284,"ppbv N2O","cmip7"
792,"N2O_concentration",1995,311.50156,"ppbv N2O","cmip7"
793,"N2O_concentration",1996,312.22943,"ppbv N2O","cmip7"
794,"N2O_concentration",1997,312.99384,"ppbv N2O","cmip7"
795,"N2O_concentration",1998,313.6924,"ppbv N2O","cmip7"
796,"N2O_concentration",1999,314.6413,"ppbv N2O","cmip7"
797,"N2O_concentration",2000,315.70068,"ppbv N2O","cmip7"
798,"N2O_concentration",2001,316.4348,"ppbv N2O","cmip7"
799,"N2O_concentration",2002,317.0646,"ppbv N2O","cmip7"
800,"N2O_concentration",2003,317.72534,"ppbv N2O","cmip7"
801,"N2O_concentration",2004,318.3673,"ppbv N2O","cmip7"
802,"N2O_concentration",2005,319.07037,"ppbv N2O","cmip7"
803,"N2O_concentration",2006,319.9035,"ppbv N2O","cmip7"
804,"N2O_concentration",2007,320.6853,"ppbv N2O","cmip7"
805,"N2O_concentration",2008,321.6385,"ppbv N2O","cmip7"
806,"N2O_concentration",2009,322.34692,"ppbv N2O","cmip7"
807,"N2O_concentration",2010,323.21054,"ppbv N2O","cmip7"
808,"N2O_concentration",2011,324.19006,"ppbv N2O","cmip7"
809,"N2O_concentration",2012,325.0818,"ppbv N2O","cmip7"
